file_list,Level-1 Annotation,Level-2 Annotation,Dynamic Agent,Static Agent
731d0505-4259-4989-89c3-01a3090ff5f0.mp4,Straight,Driving Straight,,
805fa6dc-b8f9-420e-868f-463939301100.mp4,Right,"Turn, Level-3 Annotation:Merging",,
862fbbfa-e88d-4c6d-a409-c1c046eea515.mp4,Right,Turn,,
8881b24b-c292-4c78-9828-c7b28acf9be2.mp4,Slow Down,Traffic Light,,
893472ee-14ce-4e44-88b1-7b0504557364.mp4,Slow Down,Speed Breaker,vehicle,
998f9c4b-8893-46e2-9c38-23e0c8a1d7fc.mp4,Straight,Driving Straight,,
06870656-5a02-443b-9202-26ee3ab5e329.mp4,Straight,Driving Straight,,
17339242-b4d8-486b-86f2-6e2ad689658b.mp4,Slow Down, U Turn,vehicle,
18797984-adbc-48b0-b2c6-0745d05d4c29.mp4,Left,Turn,,
30099310-d85c-4e76-8ca3-9aa749ebdb21.mp4,Left,Lane Change,,
3400200a-79cb-4ea1-9f06-0b9f2438d1b5.mp4,Stop,Traffic Light,,traffic light
3666876a-27c4-44a6-9dd6-8180b35308b3.mp4,Straight,Driving Straight,,
77045bee-f185-43cf-962d-0ba947c79e76.mp4,Roundabout,,vehicle,
a0499e7d-72bc-492c-80f7-ba17ce5b3975.mp4,Stop,Traffic Light,,traffic light
a1f077ab-d6d8-499e-9515-b15d900d1fb5.mp4,Straight,Driving Straight,,
a45f442a-c740-45cf-82ab-e14d805a860c.mp4,Left,Merging,,
a5e784bd-3843-4559-b9e7-e69edb28c0ed.mp4,Right,Lane Change,,
a7b25382-71ee-4664-a206-80c4431b8a0f.mp4,Slow Down,Left Turn,vehicle,
a7df09dc-c239-468f-acb7-2e08153b6678.mp4,Stop,Congestion,vehicle,
15f73231-2006-4385-be91-0c89100420b1.mp4,Slow Down,Congestion,vehicle,
17ec7014-4559-41b8-9c15-da1e9a9b60ca.mp4,Slow Down,Left Turn,pedestrian,
20c60bc6-9400-41c1-a6c0-5e126a18ddcc.mp4,Slow Down,Right Turn,,speed breaker
20d7051c-22b1-420c-97fc-1d1e66cb95dc.mp4,Left ,Lane Change,,
2b69428d-b413-462e-9dc4-8f87b8f8bcd9.mp4,Left,Turn,,
3b4d77f1-fa94-41fd-b2d4-7f1488a3140f.mp4,Right ,Lane Change,,
48b9a295-58f4-41d5-8f59-7f04b10863c6.mp4,Straight,Driving Straight,,
4a4748f1-86f9-4a1c-a629-97e8b281cdd1.mp4,Slow Down,U Turn,vehicle,
4b896510-390e-4bfb-8f3c-03458b1cf8ab.mp4,Slow Down,Obstruction,vehicle,
4fcb4422-4bb7-4b7a-9a78-1a9b39cddfa7.mp4,Left,Turn,,
5f43cb04-3c0d-4fea-97eb-ad35c79a7dfc.mp4,Slow Down,Right Turn,vehicle,
6a7c771b-51dd-4e61-bb70-20d417a5ef3f.mp4,Slow Down,Pothole,vehicle,
6c2b79fb-fee3-4d4c-b3a4-56ccde465609.mp4,Stop,,,
77b773b0-1099-45a4-a52e-6cb1b65a04ad.mp4,Right,Lane Change,,
7d69fd15-5727-40cc-829a-05b84aad771d.mp4,Slow Down,Obstruction,vehicle,
7e59fe06-15fd-4f87-8183-75f7a2972131.mp4,Right,Turn,,pothole
82c6ab8f-1a86-4d66-9d8a-839493b2cf70.mp4,Right,Lane Change,,
91d4c3ac-ce26-4846-8fa2-7abdcebea978.mp4,Straight,Driving Straight,,
9ae50598-0e47-4fc8-b8c0-a6845266f095.mp4,Left,Lane Change,,
9bc075cb-9b99-4711-824b-921eddbfa37b.mp4,Left,Turn,,
9d923571-aff3-4286-816e-6376712b2eb0.mp4,Slow Down,U Turn,vehicle,
0f2fd209-4bb4-4ef9-9059-3f20b3632993.mp4,Slow Down,Left Turn,vehicle,pothole
1caa7077-7cb1-447e-b001-13beeb609c8d.mp4,Slow Down,Cut-in,vehicle,
1df38e60-c169-46c9-9375-85fd0b38fe04.mp4,Left ,Turn,,
2d91e264-c3c6-4f6e-8ee9-2f2c69eeeacf.mp4,Right,Turn,,pedestrian
3a0f7493-a4b1-4af4-972a-16818982dbd5.mp4,Straight,Driving Straight,vehicle,
3be40eb3-321d-4190-9b78-e555d979cae2.mp4,Left,Turn,,
3f3db727-f20d-494d-8d41-b4f5d34712fb.mp4,Slow Down,Left Turn,,speed breaker
4a3ed048-2eaf-4648-aff3-46fae147b4b2.mp4,Right,Turn,,
4db51479-4897-4f2e-a8cf-3f05306a1fb7.mp4,Straight,Driving Straight,,
4eafad22-cb77-43da-84f2-f13c4e211e2f.mp4,Left,Merging,,
4f024093-242c-4795-809f-2212c14e6e25.mp4,Right,Turn,,
5a4f4d3a-2734-4c41-bc3d-3550167ffced.mp4,Left,Turn,vehicle,
5ab8d250-498f-4e31-bf99-0af2bd1463d8.mp4,Straight,Driving Straight,,
5afac323-4628-45a1-b2f7-9616155f72a1.mp4,Right,Turn,,
6ae04362-e195-49c9-af97-2a8257dd84f0.mp4,Slow Down,Left Turn,,speed breaker
ba6ac3a6-f081-491a-a95c-7e95ff731ade.mp4,Slow Down,Pothole,pedestrian,
c4731395-705f-4fba-a8c1-84e6a190d2d2.mp4,Right,Lane Change,,
c4d041b0-3efb-4a08-ab22-fea69657047a.mp4,Slow Down,Left Turn,,vehicle
c75d685f-990c-41c7-8e3b-eaced8f9ccfe.mp4,Slow Down,"Left Turn, Level-3 Annotation:Cut-in",vehicle,
c945ac8d-485f-4035-851d-6cbbaf8b1fd1.mp4,Right,Lane Change,,
ca2f4e53-3869-4edf-85ef-5d40bc1696cc.mp4,Left,Lane Change,,
cab5ad44-efcc-40fe-bcbe-7b35dc33d6cc.mp4,Slow Down,"Yield, Level-3 Annotation:Right Lane Change",vehicle,
cc6ed76b-d98f-4a23-812e-29fe6c828948.mp4,Straight,Driving Straight,,
cd64be76-3f42-492f-a0dc-2825cf48a277.mp4,Slow Down,Right Turn,,pedestrian
cffd6e74-9d43-45c1-ac75-8621ce367350.mp4,Slow Down,Yield,vehicle,
d1f3baba-0b15-4351-8997-d902f4669481.mp4,Left,Lane Change,,
d21bb6ee-f994-4adf-8742-e63cc017f3a3.mp4,Slow Down,Cut-in,vehicle,pothole
d39b2e99-0194-49ab-abb2-7e984cec2085.mp4,Straight,Driving Straight,,
d808e173-7a4d-4d87-9f07-9da0f4f68439.mp4,Right,Lane Change,,
d944d5e6-b737-49c2-9361-7d26881dda17.mp4,Straight,Driving Straight,,
df8726b3-8174-454d-b866-37189f5e17d3.mp4,Slow Down,"Obstruction, Left Turn",vehicle,
df9bf80d-4800-4b8b-be08-b40c60a3231c.mp4,Left,Turn,,
e0c6c7a3-420a-4d30-a633-c0b1bdc85a60.mp4,Right,Turn,,
e281b473-76d3-46ac-892d-adb8f6e1d5f0.mp4,Stop,Cut-in,vehicle,
e2a3675c-8df1-4efe-b7e3-cc9f217ce581.mp4,Straight,Driving Straight,,
e433bb68-9635-4eb1-994f-6c488e58e137.mp4,Right,Lane Change,,
e5c06500-7ae0-4c65-b89d-aa3b6e718fe7.mp4,Left,Lane Change,,
e9813505-67cd-4736-8ad8-92076eed24aa.mp4,Stop,Traffic Light,vehicle,traffic light
eadcb410-94e0-4548-9215-2e9efdd07da7.mp4,Stop,Traffic Light ,vehicle,
eb614f23-6f89-4b83-9403-aba5137a3f20.mp4,Slow Down,"Congestion,Yield",vehicle,
ec30b955-8f71-451c-9fbd-bd57df0af530.mp4,Right,Lane Change,,
ec84331b-1f4c-4e50-ad45-9b314b3f5819.mp4,Straight,Driving Straight,,
ecbb1eeb-369d-4e9b-b28e-4f607263c9eb.mp4,Left,Turn,,
f37186fd-6914-467b-bc02-418653fa8f55.mp4,Straight,Driving Straight,,
f4c2c7d9-893e-466b-96cc-28c92abb220c.mp4,Left,Lane Change,,
fb126ed5-ac4b-43a6-a916-6a2a94481e53.mp4,Slow Down,Cut-in,vehicle,
fd189f02-ca1b-4fbc-8d89-b0be8bc371c5.mp4,Stop,Traffic Light,,"traffic light, vehicle"
fe3df83d-8d36-404a-848e-e3dae1bc44ea.mp4,Straight,Driving Straight,,
ff1bcf2f-16f5-471f-8ddf-02d6b8762b35.mp4,Straight,Driving Straight,,
ffe1c3e4-4a50-4b69-a6b0-9d6a4fed859f.mp4,Straight,Driving Straight,,
a0499e7d-72bc-492c-80f7-ba17ce5b3975.mp4,Stop,Traffic Light,,"Traffic Light, vehicle"
a0587d4f-7a0b-4cfc-b0c9-338a0d5712ca.mp4,Left,Lane Change,vehicle,
a34769db-4588-4da1-bcde-b21c2d352cce.mp4,Slow Down, Left Turn,pedestrian,
a578f746-3fba-4b25-bb5b-8918e3e3fef5.mp4,Right,Lane Change,,
aae4ddfb-d2d6-46dd-a239-ef7e9ad518d7.mp4,Left,Lane Change,,
ad7b253c-0a13-4e1d-893d-6c1739db41ca.mp4,Straight,Driving Straight,,
b3abe841-1b03-421f-bada-a7efa4e4889d.mp4,Slow Down,Left Lane Change,,
b41d6d03-cf5b-45a2-904c-f64dbfd65261.mp4,Right,Lane Change,vehicle,
b547cf62-b691-478a-bdda-e349d542d56a.mp4,Slow Down,Cut-in,vehicle,
b9381362-b3f7-48ac-89c6-e00c46ed2553.mp4,Straight,Driving Straight,,
c1d8f14e-7b18-4212-915c-33974d0f27bd.mp4,Slow Down,Right Turn,"pedestrian, vehicle",
c33f69bb-184d-4942-85ba-1c8af03bc739.mp4,Slow Down,Right Lane Change,vehicle,
c5a114e4-447d-4a8b-bb6f-81c027bafc2f.mp4,Straight,Driving Straight,,
d49ae2db-90e6-4bdc-a67d-396084dbfb5d.mp4,Deviate,Avoid Parked Vehicle,vehicle,
d6c5eb26-c2f4-486e-b011-6f5fad484442.mp4,Straight,Driving Straight,,
d70ca414-3ad6-49c7-928a-b0194d63e92f.mp4,Slow Down,Congestion,vehicle,
d757b3e9-8f09-460b-9468-d907af815103.mp4,Slow Down,Left Lane Change,vehicle,
da0d3a51-60dc-409b-a5f9-d714c7a8c5f2.mp4,Straight,Driving Straight,,
da4d49e5-58de-46af-a350-faf06e050f6e.mp4,Straight,Driving Straight,,pothole
dc92c58e-2bab-43dc-8f5d-fd0f6a919a1d.mp4,Slow Down,Right Lane Change,,vehicle
dd1a2b31-4ec7-448d-a1c3-63a0deaedda4.mp4,Stop,Yield,vehicle,
dd6f9fb7-92b5-49e1-a177-39162dc14ed0.mp4,Straight,Driving Straight,,
e063607b-1caa-4316-a9ef-121b230b3531.mp4,Slow Down,"Left Turn, Yield",vehicle,
e183dbd3-e4b6-43f0-ba29-0c968aa3768a.mp4,Left,Lane Change,,
e46c78e7-3c8b-419a-889f-3edc1462aa6e.mp4,Straight,Driving Straight,,
ecf496ca-5c03-497c-9e2e-8fd745e6f060.mp4,Left,Lane Change,,
f2994043-d367-4e07-b4a3-bf2e9cbf169c.mp4,Slow Down,Yield,vehicle,
f3997a87-c4bb-482f-941b-18343764f22a.mp4,Left,Turn,,
f99ab71d-35c8-4761-83a2-e7d74f0b9581.mp4,Straight,Driving Straight,,
fa7c5a07-6b80-4ffd-98a7-c9414f69c506.mp4,Slow Down,Congestion,vehicle,
ffba1db2-8810-4f97-b104-1b2720d69bfb.mp4,Slow Down,Traffic Light,,vehicle
00a5df39-9d21-451d-823b-546d5a9eee13.mp4,Slow Down,Traffic Light,vehicle,
0fa9df67-77d8-4e23-be08-502dde9fc831.mp4,Stop,Congestion,,
10bebbf5-6fa9-4789-b8dd-37b3038ab1bf.mp4,Straight,Driving Straight,,
17ef5614-8d11-4262-8811-76115ca5b390.mp4,Left,Driving Straight,,
19f2b736-4213-402f-859c-514c6029425a.mp4,Straight,Driving Straight,,
1b49ee6d-358e-463d-b2f1-7b95bec454b6.mp4,Straight,Driving Straight,,
28fd82fa-6d26-4602-b751-3642e5ec965c.mp4,Slow Down,Speed Breaker,,speed breaker
2b69bf02-f20a-4ea4-8100-aeac205c6e17.mp4,Straight,Driving Straight,,
2b6e44ed-1840-4715-a5f6-f2d6f46a16ea.mp4,Slow Down,Yield,vehicle,traffic light
31ddcf5c-64c4-4128-8542-30a25808e669.mp4,Slow Down,Congestion,vehicle,
3cc38ef3-2c39-442d-9af3-5c7556662568.mp4,Straight,Driving Straight,,
3e626e0a-2b0a-44fa-9990-914f8c024c28.mp4,Left,Turn,,
3f8abd95-8a0a-4a30-8ab8-f28d618b05d8.mp4,Left,Lane change,,
42cf27da-2a87-45ce-a6f8-d914684378a0.mp4,Left,Turn,,
4e57247b-e33e-402a-ae01-acf2bbc7d459.mp4,Left,Turn,,
4ea46af3-3e49-466e-adc9-642c4e1ba523.mp4,Slow Down ,Congestion,vehicle,
50cbe34e-9f44-4d96-abe6-3985ad3521d0.mp4,Left,Turn,,
5e7c20b1-f6dd-4aa1-ae26-e7fe67b30117.mp4,Slow Down,Right Turn,vehicle,
7f4c8ccc-5535-4b66-801a-c98f51f0e89f.mp4,Straight,Driving Straight,,
8e60a95e-8d73-4797-b89f-e866d9ba05e9.mp4,Slow Down,yield,vehicle,
9b9caa9b-771b-4d42-ae85-9a16087a75b6.mp4,Slow Down,Congestion,vehicle,
9d0c1218-d8ea-41b5-b587-b3a20064da60.mp4,Slow Down,Left Lane Change,,vehicle
9ea6b4cf-a5c1-4a18-9aed-ed95c6751a17.mp4,Straight,Driving Straight,,
028979f0-e453-4926-addf-d91e5d16a900.mp4,Straight,Driving Straight,,
108ce53a-a76d-4fa2-aef0-72b2c510685a.mp4,Slow Down,Left Turn,vehicle,
125dbff3-d2ea-4ecf-8811-374acfb2a6c1.mp4,Slow Down,Right Turn,,pothole
178470c5-9523-4f33-91ac-7eba7a641292.mp4,U Turn,,,
2250b3e1-fae4-4da9-86f3-94f9b336cfc9.mp4,Slow Down,Pedestrian Crossing,vehicle,
271923b2-cbf9-4e87-a423-009c539fb9e9.mp4,Straight,Driving Straight,,
418699ab-4679-4f1a-9b12-4aad3234e6ab.mp4,Slow Down,Congestion,vehicle,
44479f51-aec9-4ff3-b230-90a6708e7ec6.mp4,Right,Lane Change,,
454b053b-f78e-427c-8fef-b43aae786d0a.mp4,Slow Down,Left Turn,,vehicle
4792d5bc-8033-48db-8436-686b0d9c0e4f.mp4,Left,Branching,,
626c551f-4a76-4fc9-a1ec-94ac50354d25.mp4,Slow Down,U Turn,Vehicle,
673396d4-5ec2-4983-ae38-c2fa4cf60094.mp4,Slow Down,Left Turn,vehicle,
736f94be-0dda-4662-aef1-28bb0dea86df.mp4,Left,Branching,,
7614452e-4ba2-4d3b-9081-0d0022ea5e69.mp4,Left,Lane Change,,
81189e0d-7919-432d-bf9c-c4969715bb27.mp4,Straight,Driving Straight,,
813d9d14-29d4-4c3e-ab23-4acbcf55bf63.mp4,Straight,Driving Straight,,
867e3052-c8c7-40c3-8b3f-a20c41319fad.mp4,Slow Down,,"vehicle, pedestrian",
90374bac-79da-4838-866e-e92add77d73b.mp4,Slow Down,Speed Breaker,,
911246ae-de03-4cf8-aec1-3fbabcf4a563.mp4,Slow Down,Right Turn,vehicle,pothole
917ee3a8-cf66-4dba-8dc6-ef686544f749.mp4,Stop,,Vehicle,
9477f62e-5bd2-479f-950a-377fc47529a7.mp4,Slow Down,Left Turn,,speed breaker
95ae2bff-83b9-45bd-a27c-44185f4b5740.mp4,Slow Down,Traffic Light,vehicle,
99930501-d3cf-4c94-a14c-9b963eeef3b6.mp4,Left,Lane Change,,
a77e1f27-ddc0-46d8-ad5f-ec9d05cc02a8.mp4,Slow Down,Left Turn,vehicle,
a8d875bf-cc7d-4d06-9141-2a6c108f52c9.mp4,Right,Turn,,
ae46d48a-b5eb-4f30-91d5-be3e8d4e69ca.mp4,Right ,Turn,,
aec99556-b087-408b-acd8-6af3bc796336.mp4,Slow Down,Left Turn,,pothole
b4219df4-2b3a-48ae-b66d-3b010b3b3c5a.mp4,Slow Down,Left Turn,vehicle,
b47e33b2-ce89-42d8-869e-5fe117eec342.mp4,Straight,Driving Straight,,
b9ebce36-8801-40ec-b76b-af05e48717fa.mp4,Straight,Driving Straight,,
bd20fc88-bced-45b6-b7d9-439f8083a6ce.mp4,Right,Lane Change,,
bd943128-1267-4e89-b081-f319a0fcfa13.mp4,Straight,Driving Straight,,
caccd11b-bdf0-4ff8-8d49-b6d454ec6c74.mp4,Left,Turn,,
cdc93d0e-5422-444f-b5ec-08587702a8fc.mp4,Right,Turn,,
ceecf9aa-0d56-4ebd-8807-30698b059225.mp4,Slow Down,U Turn,vehicle,
cff56654-8c30-4ea2-8550-11d82b33f485.mp4,Straight,Driving Straight,,
d5126be2-b06f-46c3-a379-43130cec95a9.mp4,Straight,Driving Straight,,
d56ed429-c396-4cec-9b7f-5f50ac270edc.mp4,Slow Down,Right Turn,vehicle,
da4cf653-b511-4fac-86b8-9b018add5ebc.mp4,Right,Turn,,
da937775-2998-4d0d-9eba-576d20e09795.mp4,Right,Turn,,
e0f991a6-85f1-474b-9250-7778bc46f584.mp4,Right,Lane Change,,
e5580445-9505-438d-a437-58799551c2e7.mp4,Slow Down,Congestion,vehicle,
e914d991-d6ed-4250-b6f6-6dea373299fb.mp4,Straight,Driving Straight,,
ec0f5223-8a17-4300-8d2a-20bbbbf42837.mp4,Left,Turn,,
f3ac2706-920d-438e-b5f3-4211ad2b7e41.mp4,Slow Down,Left Turn,vehicle,
f5743bdd-3dd3-4906-9c07-72ec443a0d61.mp4,Right,Turn,,
f673012b-804f-4cf4-a956-a6858dc0f63f.mp4,Right,Lane Change,,
f855d4f5-cb94-4ac3-bca2-7839040dbd37.mp4,Right,Lane Change,,
f9c77406-c145-4c4c-891e-d1fba8ed83df.mp4,Slow Down,U Turn,vehicle,
fd1d4105-6ba1-4f1f-b369-0523d0621818.mp4,Slow Down,Congestion,vehicle,
fdff76ed-450e-4f20-aa8d-624f3c557b0b.mp4,Straight,Driving Straight,,
0713f3a4-de26-4f3e-be63-96bb07518014.mp4,Slow Down,Left Turn,vehicle,
108399d9-77da-45c4-9870-5ca625697e62.mp4,Slow Down,Left Turn,vehicle,
10fb2328-2bb0-4090-876a-6ff4bd749bae.mp4,Slow Down,Left Turn,vehicle,Speed Breaker
15112eca-fb9d-4936-ab40-87a857305649.mp4,U Turn,,vehicle,
1637ded5-d5d7-4ce1-9e52-a9e6eae33679.mp4,Right ,Turn,,
24ebe088-7c1d-4167-bfde-ece4eb1a67d2.mp4,Right,Turn,,
31453662-9e80-4005-ab77-f1bd8fb366c8.mp4,Slow Down,Right Turn,vehicle,
32d6f0aa-3bd2-47c5-8d96-0423bd6bca3b.mp4,Right,Turn,,
34b46e36-fbc6-44b1-be82-c3d4b7549568.mp4,Slow Down,"Left Turn, Cut-in",vehicle,
35b9c52c-c8e9-4298-92cd-affee09a2f71.mp4,U Turn,,vehicle,
380afdcf-5d51-4058-935a-e2548bf2ae4c.mp4,Slow Down,Left Turn,vehicle,
43880afc-d897-4823-8fcf-034684cec183.mp4,Slow Down,Left Turn,vehicle,
44c3ee84-f7d9-4271-a013-fa849a164fd1.mp4,Right,Turn,,
4516cf2d-a946-401b-82b6-684d8dd7af72.mp4,Straight,Driving Straight,,
49dae7b7-088f-4945-bab6-4b91d1dcad17.mp4,Straight,Driving Straight,,
52fc188b-0bc1-453d-b867-0b0aa9a181b3.mp4,Left,Turn,,
55a4f519-7cf7-4b72-bbbe-c8cb9c6be6ea.mp4,Right,Turn,Vehicle,
57bc7a03-b571-4d59-b684-165b61562fbd.mp4,Straight,Driving Straight,,
61cbedaf-997c-423c-99b7-0e144e9f27a4.mp4,Left ,Lane Change,,
62be1b6c-b2af-4133-8b62-cde01be8059a.mp4,Slow Down,Congestion,vehicle,
65c7137e-89c7-4b8d-af4f-906a3c21ff5a.mp4,Slow Down,"Yield, Pedestrian",vehicle,
6c78c632-eefd-46c5-a37d-f39bac2b3b4e.mp4,Left ,Turn,,"pothole, pedestrian"
6cc4548f-dfee-4a18-b267-317c2da5e1b4.mp4,Straight,Driving Straight,,
6d61a426-e0ac-48ed-a8c1-779b335d86cf.mp4,Straight,Driving Straight,,
72c039d6-2543-45c4-9d56-3688fd9d94d3.mp4,Left,Turn,,
75b493c1-a2d1-49e1-af17-302973104c75.mp4,Slow Down,Right Turn,vehicle,
801133fa-0d11-47f8-919b-3402537ca173.mp4,Right,Turn,,
87b16dd2-887a-4905-a339-2484008d961b.mp4,Right,Lane Change,,
93f1fe15-7b5c-4804-9cdf-4310bc823e7b.mp4,Slow Down,Left Turn,,pothole
9730f9ec-0d45-4bd8-b54c-6b10c5e857af.mp4,Slow Down,Right Turn,,speed breaker
9a806c23-8fa3-4889-be0f-008a636358f8.mp4,Left,Lane Change,,
a6c7563e-4c56-4282-bfb8-9dbce4f4c93d.mp4,Right,Lane Change,,
a92a65ba-e7f6-4c12-9172-875af8164ff5.mp4,Left Turn,Turn,vehicle,
ac8f1f2c-648e-4e49-9b32-ec3f1cf26a92.mp4,Left ,Turn,,
ae3316a0-7b17-4892-a108-51541d9e161f.mp4,Straight,Driving Straight,,pedestrian
bb9336f8-3023-4ac9-b39b-0e97289c45d7.mp4,Straight ,Driving Straight,,
bd98351c-ae70-4c05-9396-e65a9c06d2c8.mp4,Slow Down,Right Turn,vehicle,
c1b8e4dd-bd02-4069-bbba-81472f466691.mp4,Right ,Turn,,
c3d2776a-24a8-4563-ac90-5ddd56cb4c50.mp4,Straight,Driving Straight,,
c4cb8679-0ac4-40ca-9757-7021c87e447f.mp4,Slow Down,Right Turn,,speed breaker
c5163b57-a21e-476b-9505-651004e1bcae.mp4,Slow Down,Left Turn,,pothole
c660cf33-5188-4a57-873e-56716dbe1cf9.mp4,Right ,Lane Change,,
c7bb542d-98e0-4949-b72d-48d23ee6d1e9.mp4,Slow Down,Cut-in,vehicle,
c966a4df-bd88-4cb5-887d-46683129662a.mp4,Right,Turn,,
d121c67d-c9b8-40db-b298-1265825085b8.mp4,Left ,Turn,,
d6222610-be4f-4847-868e-047756e7f79f.mp4,Slow Down,Right Turn,vehicle,
d7a327e4-6b16-40b2-93f7-5bd1d5f73908.mp4,Slow Down,Right Turn,vehicle,
dbe58f75-664c-4f3d-912c-3d92dba6f57a.mp4,Left ,Turn,,
e421e8ff-93ad-4f6b-8e08-f7412e3439dd.mp4,Slow Down,Left Turn,,speed breaker
e6a2efcc-710a-455a-8e86-869115949b57.mp4,Stop,Traffic Light,,traffic light
eafe5181-6960-46ae-8a4b-9d7ad0a4e6ee.mp4,Slow Down,"Left Turn, Cut-in",vehicle,
ebf62a02-db80-43c1-ba9e-a7356d03fd94.mp4,Slow Down,Right Lane Change,vehicle,
ef95184e-2cbd-4b67-980b-c6651c18838c.mp4,Slow Down,Left Turn,"pedestrian, vehicle",
f13c8cf6-083b-49b2-a3c8-044954ac8080.mp4,Right ,Lane Change,,
f1c8fb51-ccd4-4603-817e-fde7969621a3.mp4,Straight,Driving Straight,,
f9b687a0-56f1-448a-a883-b4d030ae5d03.mp4,Deviate,Avoid Parked Vehicle,,vehicle
fe3d4948-8e54-4226-b308-896f9faf9b48.mp4,Left,Merging,vehicle,
fe920dd2-3770-4fff-a016-777ceec03b61.mp4,Left ,Turn,,
ff40419e-e4f6-4b59-8a03-36d55e881b08.mp4,Right,Lane Change,,
0241e738-22bd-485c-95a2-2bb2ed97ebf1.mp4,Slow Down,"Yield, Congestion",vehicle,
081569c4-3ce2-433d-afa3-3497b79355ff.mp4,Left,Lane Change,,
235e2f1b-98b2-4d65-86e2-6257a5ec5155.mp4,Straight,Driving Straight,,
24232e78-5924-478a-b02d-87615a856c00.mp4,straight,Driving Straight,,
2711c713-f4af-46cb-a4c6-07eb201c046c.mp4,Slow Down,Left Turn,animal,
440fbdc7-ff70-430b-9638-3e7eaf6675db.mp4,Slow Down,Traffic Light,vehicle,
50cd631e-8bd1-4990-ba88-ef25ab432e65.mp4,Left,Lane Change,,
51aecb92-cb6e-4e54-ac3d-744064f51b60.mp4,Straight,Driving Straight,,
5805b5f7-2bae-4d5e-aab0-c1d9318b3852.mp4,Slow Down,Left Change,vehicle,
5875453d-2b41-4d6a-b8e0-cac6997bbe26.mp4,Left,Turn,,
61e00297-2c73-4f87-bdd8-d13cc443c8b6.mp4,Left,Lane Change,,
65425f8c-0314-4b91-b985-ad384b958bcf.mp4,Straight,Driving Straight,,
662b24fe-9e86-4213-8382-33cc7b3c7563.mp4,Right,Turn,,
669b6aef-bac1-42f6-9448-77021cee0764.mp4,Slow Down,Yield,vehicle,
67cc9dca-637d-4df6-8c01-0fdfaceffc25.mp4,Straight,Driving Straight,,
7303819a-0ac4-4664-9521-d599d2d7aa80.mp4,Right,Lane Change,,
73f62670-b133-4cbb-862b-b3de4a02ea98.mp4,Right,Lane Change,,
757d03e4-d073-46e4-b8a9-d6455f773e59.mp4,Slow Down,Left Turn,vehicle,pothole
800ba54e-5596-4e71-ac9b-e3f9ccd57058.mp4,Left,Lane change,,
81531b1d-6500-4a72-99f3-c4d54c0f39ce.mp4,Slow Down,Right turn,vehicle,
8195d652-0e66-4bff-b363-4f5609a77e90.mp4,Straight,Driving Straight,,
83a31719-1bd2-4b59-8b2f-e881d3b63b11.mp4,Straight,Driving Straight,,
83fed82b-9115-4aa0-ba88-d372e2ebbf91.mp4,Slow Down,U turn,vehicle,
86604bba-bd1c-4981-9fa3-8a2fc8ea3bb0.mp4,Straight,Driving Straight,,
883f324a-8345-405e-8c6b-c28eb24b09b9.mp4,Slow Down,Congestion,vehicle,
9152ee42-f924-4bd9-b0a9-7241c628dbdf.mp4,Slow Down,Left Turn,vehicle,
91f5c884-56e2-4054-a20c-07ccccb51dd4.mp4,Slow Down,U Turn,vehicle,
943b4916-2b08-4a6d-965a-7f379a5dfdf3.mp4,Slow Down,Left Turn,Vehicle,
95d2c40d-caed-4fd8-9e78-01eb1d60b3fb.mp4,Slow Down,Congestion,vehicle,
982e19cb-481e-488c-81d8-1e6edfe42499.mp4,Straight,Driving Straight,,
99c32900-a9aa-4477-8f44-92a959f046de.mp4,Right,Lane Change,,
a1797678-bd43-4bf6-be57-50611d74bd8d.mp4,Slow Down,Congestion,vehicle,
a2be6488-b358-462b-9a81-52cb13569f83.mp4,Slow Down,"Yield, Congestion",vehicle,
abbd1b4d-f26c-440a-ae97-f7e2c3cdcaac.mp4,Straight,Driving Straight,,
ac8ccfcc-6075-484d-8ea5-f958296cdc2e.mp4,Stop,Traffic Light,,vehicle
b0125862-ea51-44b0-97bc-6c99b0606e2c.mp4,Slow Down,Yield,vehicle,
b6f3289b-c8d1-4aa7-ae7a-9adeb8971f5a.mp4,Straight,Driving Straight,,
b759e08f-dba4-48d8-bd8a-6817b1a5bdfb.mp4,Slow Down,Right Turn,vehicle,
b9c0e567-c1c8-45f4-b613-63dd22959347.mp4,Slow Down,Congestion,vehicle,
bdd1ca8e-185b-41f1-848f-bf9b9979950a.mp4,Straight,Driving Straight,,
be080e51-8657-4f43-8963-daed5e535148.mp4,Right,Lane Change,,
bf9a8497-4086-4a73-8f7f-6229858f7f2d.mp4,Slow Down,Right Turn,vehicle,
c04eaa23-0723-407c-880e-d45bd8a46ea5.mp4,Slow Down ,"Yield, Congestion",vehicle,
c4edaa95-5122-47cd-a8aa-282f963db59d.mp4,Slow Down,"left Turn, Yield",vehicle,
011b116c-0c3b-4b4b-93e6-9f25fd130e94.mp4,Right,Lane Change,,
06ce0030-43aa-4653-9d3c-c0a483992bc4.mp4,Straight,Driving Straight,,
0b75f188-f15e-446c-a83e-91ebc6ae7941.mp4,Left ,Lane Change,,
0c47e60d-c5c4-4127-b5ce-a48a6dd6ecc7.mp4,Right,Lane Change,,
0dc3018b-569b-45c5-9f97-584782b0e508.mp4,Straight,Driving Straight,,
0ff71a6d-39dc-4b6d-9a9c-568fee59759b.mp4,Right,Lane Change,,
13d19041-cfe1-4c23-95e9-52d99a591b33.mp4,Right,Lane Change,,
